content_id,author,write_time,comment_id,comment_content
https://orbi.kr/00015502683,"

종지부

 "," 01/17 21:46
                                ", 769526 ,확통 승제쌤으 좋다는데 암튼 다른 두쌤은 노베한테 좀 어려울거같
https://orbi.kr/00015502683,"

중대산업보안20학번

 "," 01/17 21:46
                                ", 782656 ,감사합니다.
https://orbi.kr/00015502683,"

Rjh4xcfDuak7fqe

 "," 01/17 21:46
                                ", 798562 ,ㅈㅅㅈ
https://orbi.kr/00015502683,"

중대산업보안20학번

 "," 01/17 21:47
                                ", 782656 ,감사요!
https://orbi.kr/00015502683,"

망고스무디!

 "," 01/17 21:50
                                ", 673821 ,"위에 분들이 모르시는것 같은데
현우진쌤은 시발점
한석원쌤은 생각의 질서
라고 노베전용 강의가 있습니다
전 굳이 현t나 빡t놔두고 다른쌤 들을 이유는 없다고 생각됩니다."
https://orbi.kr/00015502683,"

중대산업보안20학번

 "," 01/17 21:52
                                ", 782656 ,빡빡t 생질 유명하죠 감사합니다.
https://orbi.kr/00015502683,"

전기다리미

 "," 01/17 22:04
                                ", 793769 ,"맞아요 첫시작하는 개념강좐데 저 강좌가 이해가 어렵게 돼 있다면 강사가 못가르치는거죠 ㅋㅋㅋ
정승제쌤도 좋지만 굳이 다른 프리패스가 있는데 정승제프패를 살필욘 없다고 생각해요 "
https://orbi.kr/00015502683,"

중대산업보안20학번

 "," 01/17 22:21
                                ", 782656 ,아직 예비고2라 프패는 안사서요 고민중이네요
https://orbi.kr/00015502683,"

Da다익선

 "," 01/20 23:44
                                ", 787993 ,"굳이 현t나 빡t놔두고 다른쌤 들을 이유는 없다고 생각하는게 아니라
본인한테 맞는 강의 스타일의 선생님 들으시면 됩니다.
세분다 잘 가르쳐주시니까요."
https://orbi.kr/00015502683,"

망고스무디!

 "," 01/20 23:47
                                ", 673821 ,"들어보지도 않고 누가 자신한테 맞는지 모르죠.
시작은 현t ot 빡t로 하되 안 맞으면 그때 바꾸면 됩니다."
https://orbi.kr/00015502683,"

q8hgYPxXnjJfGw

 "," 01/17 21:51
                                ", 762360 ,확통은 현우진이에요.. 시발점듣고 뉴런으로 넘어가요
https://orbi.kr/00015502683,"

중대산업보안20학번

 "," 01/17 21:58
                                ", 782656 ,감사합니다
https://orbi.kr/00015502683,"

고려대미디어20학번

 "," 01/17 21:58
                                ", 754834 ,"정승제는 안들어봐서 모르겠고 한t 현t 고민하시면 전 현t 추천 한석원 생질보다 시발점이 더 개념 자세히?들어가는 느낌인것같아요. 생질은 개념설명이 시발점에 비해 적고 문제풀이로 개념을 설명하는 듯한 느낌이 있었어요. 개인적인 느낌입니당
"
https://orbi.kr/00015502683,"

중대산업보안20학번

 "," 01/17 21:59
                                ", 782656 ,감사합니다.
https://orbi.kr/00015502683,"

Da다익선

 "," 01/17 22:20
                                ", 787993 ,"전 승제,우진T 들어봤는데 추천은 이번에 개때잡개편되서
개때잡 후 뉴런이 좋을것같은데 프패가 이미 있으시면 그 사이트 쌤 한분커리만 타는것도 안나뻐요 확통이니까.."
https://orbi.kr/00015502683,"

newdream

 "," 01/19 06:22
                                ", 730800 ,정승제 갓임
https://orbi.kr/00015471408,"

z크흐흠

 "," 01/16 22:03
                                ", 781146 ,빡T는 사랑입니다
https://orbi.kr/00015471408,"

마음의고향

 "," 01/16 22:07
                                ", 729780 ,그거슨 인정하지만...매 시간마다 이상한게 하나씩 늘어서 미칠 것 같음ㅋㄷㅋㅋㅋ웃겨서ㅋㅋㅋㅋㅋㅠㅠㅠ
https://orbi.kr/00015471408,"

T8uJPORXoaqhGl

 "," 01/16 22:04
                                ", 746982 ,??인강에선 한번도 못들어봤는데
https://orbi.kr/00015471408,"

마음의고향

 "," 01/16 22:06
                                ", 729780 ,인강에선 안하는데 현강에서 질문받을때...ㅎ
https://orbi.kr/00015471408,"

고려대기계19학번

 "," 01/16 22:08
                                ", 759645 ,와 한석원 현강 듣고싶긴하다 ㅋㅋㅋㅋ ㅋㅋㅋㅋ 
https://orbi.kr/00015471408,"

마음의고향

 "," 01/16 22:13
                                ", 729780 ,ㄹㅇ 개꿀잼임ㅠㅠ 녹음해놓고 독서실에서 복습할때 듣는데 웃음참기 힘들정도ㅠㅜㅠㅠ 빡티는 닥 현강~
https://orbi.kr/00015471408,"

항공대 항운

 "," 01/17 00:01
                                ", 755290 ,현강녹음할 수잇어여???
https://orbi.kr/00015471408,"

마음의고향

 "," 01/17 00:05
                                ", 729780 ,딱히 안된다는 말은 없으니까요...(?) 갠소는 괜찮지 않을까요? 공유 목적은 아니니까요
https://orbi.kr/00015471408,"

항공대 항운

 "," 01/17 00:06
                                ", 755290 ,요새 녹음기 성능 좋나요?저도 인강 안찍으시고 말빠르신 현강쌤꺼 녹음좀 하고싶음..
https://orbi.kr/00015471408,"

마음의고향

 "," 01/17 00:09
                                ", 729780 ,핸드폰 내장 마이크가 성능이 좋아져서 녹음하면 현강 들을때랑 똑같더라구요:)
https://orbi.kr/00015437748,"

고기냠

 "," 01/15 19:42
                                ", 606403 ,저도 깜놀했어요
https://orbi.kr/00015437748,"

얼음폭풍

 "," 01/15 19:43
                                ", 797644 ,헐 왜지 내 빡티ㅜㅜㅜ
