key,title,author,write_time,content
https://orbi.kr/00012057045,이창무 풀커리점 알려주세요,"
C24cKRHJ8kvQre
", 2017-05-21 23:49:10,"
한석원 추양하는글이 많아서듣다가좀 거북하고 안 맞는다는 생각이 들어서이창무쌤 들어봤는데깔끔하고 좋네요커리가 어떻게 됩니까?이과입니다
"
https://orbi.kr/00012050431,수학 교육청 기출 꼭풀어야하나요?,"
수만휘에서왔다
", 2017-05-21 11:14:09,"
저는 이과입니다.뉴런,시냅스(5월)=>수분감,마플(사관학교,경찰대 만)(6월)=>크포,드릴,마약N제(7,8,9월중반)=>한석원,현우진 실모(9월중반~)이렇게 할예정인데 마플 교육청기출 풀 가치있나요? 시간이빡빡해서.. 현역입니다!
"
https://orbi.kr/00012040249,3C1 도움좀 ,"
벡터는 차영진
", 2017-05-20 00:46:30,"
필요한것 : 과탐 풀 것들 & 수학 풀 것들(+21 30 관련 강좌)1. 이투스 무한패스 백호 오지훈 실모 24회분 + 심승범 모의고사랑 최고난도 문풀2. 대성 올패스한석원 크포와 실모 + 문해전과 실모 + 김지혁,한종철 실모 3. 메가 올패스 (환급 개꿀) 장영진 BTK와 실모 + 양승진 실모 + 엄영대,박선,박지향(?) 실모 너무 고민됨 ㅠㅠ 셋다 좋아보임 도와주셈 
"
https://orbi.kr/00012036435,6평대비 한석원.이원준.박광일  모의고사  질문,"
どこも
", 2017-05-19 17:52:55,"
6평대비로 이번에 대성에서 온라인으로 실시하는 모의고사는 국영수 킬러문제 3문제씩만  보는거라고 알고있습니다. 이  온라인 모의고사 응시하면 풀버전  모의고사를 준다고 되있는데 이떄 지급해주는  모의고사와  온라인으로  응시한 모의고사는  서로 문제가  겹칠까요?????만약  그렇게되면 구지  풀버전을 주는 의미가.....
"
https://orbi.kr/00012034816,반수생 커리 (메모용)(게시글 깨져서 재업)(2차수정본),"
P@Ncl0R@
", 2017-05-19 09:08:56,"
개념>체화>심화>실전 순서국어: 독해력전,훈련도감,문법의 끝> 홀수,네일아,Ebs > 화룡점정,수능의 역습,리트선별>실모수학: 알텍(2회독)>클라이맥스N제> 크포,문해전> 실모영어: 신텍스 라이트> Ebs ,n제,알고리즘 > 리로직 > 실모탐구: ImFact > Ebs, n제.도표100end, 이것이 문풀이다 > 4step >실모Ebs국어: 메가스터디 변형 n제 , 꿈틀 (둘다 구매 완) , 수특 , 수완영어: 수특, 수완, 아직 못 고름탐구: 수특, 수완, 아직 못 고름실모국어: 김봉소, 나머지 아직 못 고름수학: 정상모, 현우진, 이창무, 한석원, 오르비 실모영어: 이명학, 고정재, 조정호, sd final탐구: 이지영, 임정환, 나머지 아직 못 고름
"
https://orbi.kr/00012030422,수학 나형 책 고민..,"
유니레
", 2017-05-18 17:33:20,"
드릴은 이미 사서 푸는 중인데 하나 더 풀어보려고차영진 4대차한석원 크포 중에 하나 사려고 하는데 뭐가 더 좋을까요?
"
https://orbi.kr/00012028756,이것이 고민이다,"
보통인간
", 2017-05-18 02:15:29,"

이창무냐 한석원이냐
"
https://orbi.kr/00012026076,반수생 미적분 인강 추천해주세요ㅜ(이창무/한석원),"
더빗
", 2017-05-17 22:10:26,"
한 학기 대학 다니다가 반수 준비하려하는데요 거의 반년동안 수학에 손 떼고 있었던거라 강대6야 들어가기 전에 한달동안 인강으로 한번 돌리려고 합니다ㅠ수학이 약해서 현역 때 1-2등급 왔다갔다 했어서 바로 크리티컬포인트나 문해전듣기보단 개념+문풀을 듣는게 더 나을거같긴한데ㅜㅜㅜ 이창무 한석원쌤중에서 괜찮을만한 인강 추천좀 해주세요ㅜㅜㅜㅜ
"
https://orbi.kr/00012021547,한석원쌤 올해 크포 작년하고 똑같나요??,"
소스헤드
", 2017-05-16 23:49:17,"
한석원쌤 올해 크포 작년하고 똑같나요??
"
https://orbi.kr/00012019403,문과에서 이과로전과 인강/교재 질문,"
하나두울
", 2017-05-16 20:15:07,"
안녕하세요 재수해서 15학번으로 대학다니고있는 경상계열학생입니다. 학교를 다녀도 다녀도 한의대가 너무 가고싶어서 수능을다시보려하는데 확률을 조금이라도 높이고자 전과하려합니다. 실력은 현재 노베이스라고 보셔도 될것같아요.. 마이맥에서프리패스 팔고있어서 국어는 전형태/ 수학 한석원/ 영어 이명학/ 과탐은 지1생1 하려고하는데  국수영 선생님들 다 지금도 괜찮나요? 3년전에 입시해서 ㅠㅠ 그리고 지1생1선생님들 추천좀 부탁드립니다..! 한석원쌤은 생질부터 들어야할텐데 시간이 빠듯하겠죠 ㅠㅠ?
"
https://orbi.kr/00012018189,"[대성마이맥] 이창무냐, 한석원이냐?!","
컨텐츠관리자
", 2017-05-16 14:28:12,"
이창무 선생님과 한석원 선생님의 대결이 시작됩니다!▶대결 바로 보기◀
"
https://orbi.kr/00012017775,인강 프리패스 공유할 때 강사도 다르게 선택해서 들어야하나요?,"
", 2017-05-16 11:37:54,"
저는 동시 접속, 컴퓨터 모바일 pmp 기기등록? 요러케 2가지만 신경쓰면 되는줄 알았는데검색해보니깐 강사도 다르게 듣더라고요. 예를들어 ""저는 한석원 들을거에요. 이거는 듣지마세요"" 이런 식으로요.왜 강사까지 나눠야하는거죠? 궁금하네요..
"
https://orbi.kr/00012014699,한석원-이명학&현우진-조정식,"
불타는 메로나
", 2017-05-15 22:29:47,"
대성패스-메가패스당신의 선택은?
"
https://orbi.kr/00012013765,캬 ㄹㅇ 한석원쌤 크포 교재별도구매가능,"
도깨비
", 2017-05-15 20:16:52,"

가격도 싸지 해설도있자 ㄹㅇ 참선생님
"
https://orbi.kr/00012013022,수학 커리봐주세요,"
설대갑니당
", 2017-05-15 18:01:39,"
1 한석원 선생님 생질, 바이블,정석2  알파테크닉,쎈,일품3 크리티컬 포인트4  기출5기출6기출
"
https://orbi.kr/00012010749,원순열 풀이법,"
법정경제아랍어사수생
", 2017-05-15 01:24:16,"
작년에는 정승제쌤 들었고 올해는 한석원쌤 듣는중인데작년 개때잡에서 원순열을 직순열로 바꿔서 푸는 풀이법으로 배웠는데 알텍에서는 겹치는 각도만큼 나눠서 푸는 풀이를 하시더라구여 뭐 수학에 정석풀이 이런건 없지만 다들 보편적으로 어떻게 푸시는지 궁금해서 글 올려봐여
"
https://orbi.kr/00012002600,제 인강커리에 여자쌤한명 껴야할듯ㅠ,"
한석원과은선진
", 2017-05-14 09:59:13,"
수학 한석원 영어 은선진 사탐(생윤 법정)최적인데칙칙해 죽을맛..생윤 이지영쌤으로 바꾸든가 해야지..
"
https://orbi.kr/00011999913,한석원 인강은 왜 스튜디오인가요,"
보통인간
", 2017-05-13 23:10:38,"
깊생에서 현강촬영싫어하시나요
"
https://orbi.kr/00011998612,한석원T 이창무T 장단점좀 말해주세영,"
카레스푼
", 2017-05-13 20:34:16,"
여름방학부터 들을 생각인데(고2)아는것도 별로 없고 결정장애도짐
"
https://orbi.kr/00011997989,은선진 한석원 사랑해요,"
한석원과은선진
", 2017-05-13 18:59:12,"
사랑해요
"
https://orbi.kr/00011990040,한석원은선진 사랑해요,"
한석원과은선진
", 2017-05-12 13:12:37,"
사랑해요
"
https://orbi.kr/00011989408,한석원 노베 자연계 커리 어케탐?,"
랍비가일안하면짖는개
", 2017-05-12 08:06:59,"
커리큘럼 어케 타야함?전과해서 잘 모르는데 상 하 때문에 머리@ㅏ픔수1 상 하 >> 수2 상 >> 미적1 상 >> 미2 상하 > 확통 상 하 >> 기벡순임?
"
https://orbi.kr/00011989387,공간벡터 현우진 vs 한석원,"
우마루
", 2017-05-12 07:51:08,"
6평 치기 전에 기벡 다 끝내려고 하는데 공간벡터가 너무 어려워서 걱정이네요 ㅠㅠ...공간벡터 전까지는 대충 개념서 보면서 얼추 진도 다 뺐긴 뺐는데 공간벡터 부터는 인강들으려고 해요.대성마이맥이랑 메가스터디 프리패스있어서 현우진이나 한석원 들으려고 하는데둘 중에 한 명 추천좀 해주세요!
"
https://orbi.kr/00011985009,이과로 전과하기로함,"
랍비가일안하면짖는개
", 2017-05-11 11:34:41,"
어차피 노베였기때문에 이왕하는거 1년 더보고 이과로 ,, 깔깔그래서 말인데 수학이랑 과탐 인강 추천바람 아마 과탐은 생지로 지금 한석원 t이랑 현우진 t 생각중인데두분 차이좀 보니깐 한석원 t > 수학을 알려줌 현우진 t > 수능을 알려줌 이라던데노베여서 생질이랑 시발점 두개중에 들가려고함 근데 둘다 오티 봤는데 한석원쌤은 개념 그냥 외우라고 하고 문풀로 바로 들어가던데 개념설명은 안해줌?장단점좀 알려쥬 과탐은 윤도영들으려는데 대상이 1~2등급이라던데 노베는 듣기 오바임? 과탐 인강도 춴좀
"
https://orbi.kr/00011984481,여러분 안녕하십니까. 한석원입니다,"
intotherain
", 2017-05-11 02:05:47,"
여러분 안녕하십니깐석원입니다. 예 오늘은 미분 그래프 그리기에 대해 이어서 설명할 차례인데, 그 전에 하나 알아보고 가자공. 되죠? a부터 b까지 폐구간에서 증가한다 이러면? (머릿속에 저 예가 딱 있어야돼!!!) 그러면 에프 프라임 양수가 (미분 가능한 함수에 대해서 따지는 중이야 지금 현재~) 증가한다면 저건 맞는말이야 틀린말이야? 증가하면 항상 기울기가 양수일 것이다, 맞는말 틀린말!!!!! (3초 뒤) 틀리다 이거야 그징~ 왜 틀린거양? 아까 우리가 봤던 그 와이꼴 엑스의 3승처럼 중간의 기울기가 제로인 상태에 있어도!! 여~~전히 증가하고 있다 이말이징~ 너 이해가? 이해 가??? 이해 가고 있징??!! 그래서 이건 안.된.다. 마음에들어?? (머리를 스윽~)그럼 이건 맞는거야 틀린거야? 기울기가 항상 양수이면 계속 올라가고 있는 중이다. 말는말 틀린말? (현장 조용해짐) 이건 맞는말이다 이거야. 이해 가고 있지?! 되고 있지?! 진짜로 됑?? 찐짜롱?!! 좋습니다~
"
https://orbi.kr/00011984261,기벡 인강 추천좀... 제발!!,"
쌈경훈
", 2017-05-11 01:03:46,"
한석원 선생님하고 오르새선생님하고. 중에 어느분ㅇㅣ 더 나을까요. ㅠㅠㅠ 추천좀 부탁드립니당
"
