content_id,author,write_time,comment_id,comment_content
https://orbi.kr/00015743401,"

재수가즈아아

 "," 01/26 00:50
                                ", 800247 ,한석원 ㅋㅋㅋㅋㅋ  머에요
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:55
                                ", 799551 ,되죵?
https://orbi.kr/00015743401,"

TheLumineers

 "," 01/26 00:50
                                ", 654701 ,로드 2집
https://orbi.kr/00015743401,"

몽니부리는부라퀴

 "," 01/26 00:50
                                ", 751414 ,뭘 좀 아시네..homemade dynamite넘나 좋은것 ㅠㅠ
https://orbi.kr/00015743401,"

TheLumineers

 "," 01/26 00:51
                                ", 654701 ,수제다이너마이트 넘넘좋음ㅠ
https://orbi.kr/00015743401,"

TheLumineers

 "," 01/26 00:50
                                ", 654701 ,"liability, the louvre 등등 괜찮아요"
https://orbi.kr/00015743401,"

몽니부리는부라퀴

 "," 01/26 00:52
                                ", 751414 ,"저는 이 앨범 돌릴때 green light 노래가 딱 꽂힘..
""we order different drink at the same bar"" 이러는데 목소리 넘나 섹시한것 ㅠㅠ"
https://orbi.kr/00015743401,"

TheLumineers

 "," 01/26 00:53
                                ", 654701 ,그린라이트 너무 섹시.. 정말 로드 목소리 자체가 너무 좋아요 전곡 다 띵곡ㅠㅠ
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:51
                                ", 799551 ,들어볼게여
https://orbi.kr/00015743401,"

베르니 5세

 "," 01/26 00:50
                                ", 800362 ,존 레전드. all of me
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:53
                                ", 799551 ,알아용 !ㄱㅅ
https://orbi.kr/00015743401,"

WargreyMon

 "," 01/26 00:51
                                ", 764111 ,클래지콰이 we live in o'z
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:54
                                ", 799551 ,들어볼게영
https://orbi.kr/00015743401,"

서울대 의류학과19

 "," 01/26 00:51
                                ", 750617 ,한석원 침투력 미춌다 ㅋㅋㅋㅋㅋ
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:55
                                ", 799551 ,앙
https://orbi.kr/00015743401,"

성설

 "," 01/26 00:51
                                ", 755338 ,에이브릴라빈 imagine 들어봐요
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:54
                                ", 799551 ,존레논 리메이크에요?아님본인노래에용
https://orbi.kr/00015743401,"

성설

 "," 01/26 00:54
                                ", 755338 ,리멬이요
https://orbi.kr/00015743401,"

서울대 관악캠

 "," 01/26 00:53
                                ", 751200 ,falling slowly
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:54
                                ", 799551 ,그노래어디서본거같은데 ㄱㅅ!
https://orbi.kr/00015743401,"

몽니부리는부라퀴

 "," 01/26 00:53
                                ", 751414 ,sweet-cigarette after sex 강추
https://orbi.kr/00015743401,"

한석원석한

 "," 01/26 00:54
                                ", 799551 ,ㅅㅅ뒤의담배!
https://orbi.kr/00015743401,"

몽니부리는부라퀴

 "," 01/26 00:54
                                ", 751414 ,아니 이분들 노래 꼭 들으세요..ㄹㅇ..
https://orbi.kr/00015734620,"

재수할까

 "," 01/25 19:25
                                ", 746025 ,적분상수는 아무거나 나와도 상관없어요 ㅋㅋ
https://orbi.kr/00015734620,"

No

 "," 01/25 19:25
                                ", 783277 ,"lnx 적분하면 xlnx-x일껄요
그러니 ln(x+l)은 x에 x+1만 대입하면 됨"
https://orbi.kr/00015734620,"

갓보영여신인정어인정

 "," 01/25 19:25
                                ", 706596 ,두개 같은거에요
https://orbi.kr/00015734620,"

갓보영여신인정어인정

 "," 01/25 19:27
                                ", 706596 ,예전에 똑같이 고민해서 빡쳤었는데ㅋㅋ
https://orbi.kr/00015734620,"

Saul

 "," 01/25 19:27
                                ", 734943 ,"..두개식이 다른데 어떻게같은거에요 ㅠㅠ 자세히설명해주시면안될까요 
"
https://orbi.kr/00015734620,"

갓보영여신인정어인정

 "," 01/25 19:37
                                ", 706596 ,"저거 구한 적분식 뒤에 각각 적분상수를 붙이셔야해여

그리고 적분상수에 따라서 x+1이 x가 될수도 있으니까

(x+1)ln(x+1)-(x+1)+C이나 (x+1)ln(x+1)-x+C나 같은거에요

"
https://orbi.kr/00015734620,"

Saul

 "," 01/25 19:47
                                ", 734943 ,"아 그러면 상수 1도 있든없든 정적분계산하면 값은 갔겠네요?? 그리고
lnx를 f(x)로보고 그 부정적분을 F(x) = xlnx-x+c 로보고 
ln(x+1)을 f(x+1)로보고   그부정적분을 F(x+1)= (x+1)ln(x+1)-(x+1)+c 로봐도 맞는말인가요??"
https://orbi.kr/00015734620,"

갓보영여신인정어인정

 "," 01/25 20:05
                                ", 706596 ,"정적분 구간[a,b]라 생각하면 정적분 대입하면 a-b이랑 (a+1)-(b+1) 같고

F(x+1)미분하면 f(x+1)성립하니까 그렇게봐도 괜찮은것같아요

f(2x)적분한거를 G(x)라 하면
f(2x+1)적분한거는 G(2x+1)이런건 성립안하구요

f(x^2)적분한거를 H(x)라 하면
f(x^2+1)적분한거는 H(x^2+1)이런것도 성립안하고요
"
https://orbi.kr/00015734620,"

빡빡이

 "," 01/25 19:26
                                ", 741512 ,..
https://orbi.kr/00015734620,"

ㅈㅇ

 "," 01/25 19:27
                                ", 721518 ,부정적분이라서요
https://orbi.kr/00015734620,"

Xieo

 "," 01/25 19:34
                                ", 580273 ,"x+1=a
dx=da
인테그랄ln(a)=aln(a)-a
a=x+1이므로 (x+1)ln(x+1)-(x+1)"
https://orbi.kr/00015734620,"

MSG

 "," 01/25 19:37
                                ", 508334 ,ㅋㅋㅋㅋㅋ귀여운고민
https://orbi.kr/00015734620,"

가을노래

 "," 01/25 19:40
                                ", 793323 ,ㅋㅋㅋㅋㅋ
https://orbi.kr/00015734620,"

재수가즈아아

 "," 01/25 20:06
                                ", 800247 ,ㅋㅋㅋㅋ  고2때했던고민
https://orbi.kr/00015734620,"

공빙샹

 "," 01/25 20:21
                                ", 789771 ,"저도 객관식에 상수부분이 달라서 헷갈린적이 있었는데.. ㅋㅋ
상수는 상관없어요"
https://orbi.kr/00015733060,"

내일부터빡공

 "," 02/15 21:44
                                ", 668645 ,판매하셨나요
https://orbi.kr/00015733060,"

째용

 "," 02/16 02:10
                                ", 784122 ,네 지금은 미2하만 팝니다 ㅠㅠ
https://orbi.kr/00015719264,"

석앙대

 "," 01/25 01:56
                                ", 786384 ,님 일단 생물을 2개 넣으면 갈 수 있는 대학의 폭이 좁아져요 그건 알고 글 쓰신 거죠?
https://orbi.kr/00015719264,"

람람

 "," 01/25 02:01
                                ", 781065 ,"제가 수의대가 목표인데 서울대빼고는 전부 생1,2해도 괜찮다더라구요! 서울대는 수시로만 뽑기도하고 정시로 뽑는다해도 못갈것같아서...ㅎ 원래는 생1지1준비하다가 지구과학이 정말 안맞아서 생2로 바꿨습니다!"
https://orbi.kr/00015719264,"

석앙대

 "," 01/25 02:06
                                ", 786384 ,"제가 대성은 잘 몰라서 정확한 설명은 못 드리겠는데 일단 글에 쓰신 분들 모두 1타로 인정받는강사들이고, 커리도 괜찮아요. 근데 일단 지금은 적게 틀리더라도 비문학 인강을 듣는걸 추천드려요 김승리쌤이 좋다고 하던데 저는 메가패스라 잘 모르겠네요(ㅈㅅ) 글구 하이탑은 좀 개념의 양이 과해서 비추드리고 그냥 윤도영 쌤 강의로 개념을 잡는것을 추천드려요"
https://orbi.kr/00015719264,"

람람

 "," 01/25 02:10
                                ", 781065 ,조언 감사합니다ㅠㅠㅠ
https://orbi.kr/00015719264,"

석앙대

 "," 01/25 02:13
                                ", 786384 ,"근데 진짜 빈 말 아니고 말씀드리는 건데요, 생2는 2단원 유전이 진짜진짜 힘들거에요 어느 정도냐면 저희 학교에서 서울대 의대2명포함 의대6명이랑 서울대 수의대1명이 원래 생2 하려 했었는데, 그중 5명은 지1이나 물1,생1 등으로 돌리고, 나머지 2명이 설의하고 성균관의인데 둘다 수능 1등급 못 맞았아요"
https://orbi.kr/00015719264,"

석앙대

 "," 01/25 02:13
                                ", 786384 ,진짜 생2 2단원 문제 푸시면서 이건 아니다 싶으시면 바로 지1 물1으로 넘어오셔야 됩니다
https://orbi.kr/00015719264,"

람람

 "," 01/25 02:16
                                ", 781065 ,안그래도 2단원이 좀 걱정되서 지1 문제집같은거 하나도 안버리고 잘모셔두고 있어요..ㅎ 일단 생2 해보고 안되겠다싶으면 바로 지1로 넘어가려구요! 걱정해주셔서 감사합니당ㅎㅎㅎ
https://orbi.kr/00015712912,"

유 체

 "," 01/29 18:47
                                ", 785134 ,뜨 아
https://orbi.kr/00015707672,"

과학

 "," 01/24 19:53
                                ", 738994 ,"이전글 보니까 예비고3 때 저랑 상황이 똑같으셨네요

수학공부를 쭉 열심히 해오셨었나요?"
https://orbi.kr/00015707672,"

알류

 "," 01/24 19:57
                                ", 799136 ,내신은 챙겼었는데 거의 시험 전에 문제랑 개념 외우고 시험끝나고 싹 다 잊고 이런식이라서 내신점수는 잘나왔지만 모고점수는 형편없어요 ㅠ 
https://orbi.kr/00015707672,"

과학

 "," 01/24 20:22
                                ", 738994 ,"음 저랑 완전 똑같네여
근데 문과수학은 누굴 듣든 자기가 죽어라 하면 점수 올라서 암거나 들으셔도 딱히 상관없을듯

저는 님보다 수학 더 안하고 고2 11월 76이었는데 결빙학 동안 신승범 듣고서 고3 3월에 96으로 한 번에 쭉올렸었음"
https://orbi.kr/00015707672,"

알류

 "," 01/24 20:24
                                ", 799136 ,쪽지드려도 될까요? 더 물어보고 싶어서요ㅠㅠ
https://orbi.kr/00015707672,"

과학

 "," 01/24 20:24
                                ", 738994 ,네
https://orbi.kr/00015707672,"

레드벨벳사랑해요

 "," 01/24 19:59
                                ", 731005 ,양승진 추천
https://orbi.kr/00015707672,"

레드벨벳사랑해요

 "," 01/24 20:00
                                ", 731005 ,"작년 현우진 올해 양승진 듣는 중 ㄹㅇ만족
양승진 개념코드 책 3권 다 샀음 풀 커리 타면서 드릴 들을 예정"
https://orbi.kr/00015707672,"

알류

 "," 01/24 20:04
                                ", 799136 ,그런가요? 들어봐야겠네요 감사합니다!
https://orbi.kr/00015707672,"

망고스무디!

 "," 01/24 20:06
                                ", 673821 ,"모의고사 3등급 이상이시면 뉴런들으시고
4등급 이상이시면 시발점부터 들으세요"
https://orbi.kr/00015707672,"

알류

 "," 01/24 20:24
                                ", 799136 ,아아 네네 감사합니다!
https://orbi.kr/00015707672,"

망고스무디!

 "," 01/24 20:29
                                ", 673821 ,2~3등급이시면 뉴런이 어려우실수도 있는데 포기하지마시고 열심히하시면 실력 많이 오르실겁니다:D
https://orbi.kr/00015707672,"

Lead

 "," 01/24 20:58
                                ", 765184 ,"신승범이나 현우진이나 어떤 강의를 듣든 개념정리엔 다 좋은듯
갠적으론 현우진이 듣기도 편하고 안질리는거 같아요!"
https://orbi.kr/00015704826,"

매일여는맛집

 "," 01/24 17:34
                                ", 759360 ,좋아요 듣기만 하는게아니고 열심히 공부한다면!!
https://orbi.kr/00015704419,"

시간나무

 "," 01/24 17:20
                                ", 625593 ,듣고 싶으시면 나중에 크포만 해도 될듯
https://orbi.kr/00015702262,"

미쁘다

 "," 01/24 17:30
                                ", 745861 ,고독한 시현방에도 르안님 계시겠죠??ㅎㅋㅋㅋㅋㅋ
https://orbi.kr/00015696866,"

7MlBko6hsFQXDN

 "," 01/24 09:56
                                ", 759394 ,봉소 얼마에여?
https://orbi.kr/00015696866,"

GlFmqHAr0LK4Pk

 "," 01/24 10:03
                                ", 749720 ,쪽지 확인해주세용
https://orbi.kr/00015696866,"

정민이

 "," 01/24 10:21
                                ", 736839 ,국어 다사면얼만가영
https://orbi.kr/00015696866,"

GlFmqHAr0LK4Pk

 "," 01/24 10:25
                                ", 749720 ,쪽지확인해주세용
https://orbi.kr/00015696866,"

중일

 "," 01/24 23:21
                                ", 791748 ,차영진4대차랑 봉투모의고사얼마인가요
https://orbi.kr/00015696866,"

GlFmqHAr0LK4Pk

 "," 01/26 10:44
                                ", 749720 ,쪽지확인해주세요
https://orbi.kr/00015684220,"

muzi

 "," 01/23 23:58
                                ", 648533 ,너기출 양도적고 할만함
https://orbi.kr/00015684220,"

한양대학교

 "," 01/24 00:01
                                ", 754316 ,수분감이 적당
https://orbi.kr/00015684079,"

KICE Absolute Finish

 "," 01/23 23:55
                                ", 793266 ,2.에서 소름돋았습니다
https://orbi.kr/00015684079,"

한석원석한

 "," 01/23 23:55
                                ", 799551 ,스터디코드는 선택이아닌 필수 ! ㅠ
https://orbi.kr/00015684079,"

내가그린그린기린그림

 "," 01/23 23:55
                                ", 782034 ,스코는걸러야..;;
https://orbi.kr/00015684079,"

한석원석한

 "," 01/23 23:56
                                ", 799551 ,무슨소리 ..꼭들으세ㅐㅁ
https://orbi.kr/00015684079,"

물리1

 "," 01/23 23:56
                                ", 741280 ,+ 화학1 꼭 해 지구과학 외우기만 해서 노잼이야
https://orbi.kr/00015684079,"

한석원석한

 "," 01/23 23:56
                                ", 799551 ,화2 해야지!! 
https://orbi.kr/00015684079,"

Instagram

 "," 01/23 23:57
                                ", 797855 ,프리패스라면 닥 이투스 프패!! 메가는 개쓰레기야ㅠㅠ
https://orbi.kr/00015684079,"

한석원석한

 "," 01/23 23:58
                                ", 799551 ,ㅇㅈ..과탐은별로 ㅇㅈ?? 
https://orbi.kr/00015684079,"

Instagram

 "," 01/23 23:58
                                ", 797855 ,메가는 과탐뿐 이투스는 과탐만 부족ㅇㅈㅇㅈ
https://orbi.kr/00015684079,"

고대가즈아~

 "," 01/24 00:07
                                ", 692336 ,"ㅁㅊ 8번말곤 한게없네 ㅋㅋㅋㅋ
그래서 내가 망했구나"
https://orbi.kr/00015684079,"

ramo

 "," 01/24 00:09
                                ", 738682 ,읭? 8번은 맞는 말인데?
https://orbi.kr/00015650661,"

헤네시스

 "," 01/22 19:02
                                ", 740249 ,차라리 21을 버리세요
https://orbi.kr/00015650661,"

HpBtM

 "," 01/22 19:03
                                ", 759514 ,"엥? 21번이 30번 보다 대비가 쉽지 않나요?
설명좀ㅠㅠ"
https://orbi.kr/00015650661,"

헤네시스

 "," 01/22 19:24
                                ", 740249 ,"요즘은 21이 더 어려워요
글고 찍을수도 있잖음"
https://orbi.kr/00015650661,"

맨스놋홋

 "," 01/22 19:02
                                ", 635754 ,29문제는 맞추라고 낸 문제고 1문제는 제발 틀리라고 낸 문제임ㅇㅇ
https://orbi.kr/00015650661,"

HpBtM

 "," 01/22 19:03
                                ", 759514 ,진짜 작년 수능보면...
https://orbi.kr/00015650661,"

맨스놋홋

 "," 01/22 19:04
                                ", 635754 ,"21,29,30 빼고 시험이 적당히 어려워도 적당히 쉬워도 88점은 무조건 맞을 실력을 만들고 그 다음에 저 3문제를 공부하세요"
https://orbi.kr/00015650661,"

HpBtM

 "," 01/22 19:08
                                ", 759514 ,넹 ㅠㅠㅠ
