key,title,author,write_time,content
https://orbi.kr/0002814115,인강평가및 공부방법조언좀 부탁드립니다..,"
위스펄
", 2012-03-01 00:48:18,"
언어:권규호 문학16개념,비문학필수구문&5패턴(프리패스)수리:정승제프리패스외국어:문법-이지민,독해,구문-이명학(3월초에 이명학 신텍스 1.0신청할껀데 그전에 정지웅 437논리독해 듣고있는데 그것도 괜찬은지..)탐구:사회문화-학원수업들으면서 주말마다 작년최진기교재로복습       정치-학원수업들으면서 주말마다 한유민 작년꺼 교재로 인강들으면서 복습       윤리-학원수업꾸준히듣고 학원교재로 복습하다가 여름방학때 위종욱 스피드개념정리그리구 권규호 비문학..저는 들으면서 정말 좋다고 생각하는데 작년과 지문읽는 느낌이 달라졌다구해야하나?,,암튼 그런데 평이 안좋드라구요..그래서 학원에서하는 굿모닝마이맥 김동욱 강좌를 들어봤는데 둘다 본질은 같던데.. 학원에서 이명학,한석원,김동욱 강좌 무료로 하나씩 준다던데 권규호비문학 완강하고 이비다한번들어볼까요 아니면 그냥 굿모닝마이맥강좌만으로 보충을할까요? 그리구 이명학 신텍스듣구 리드앤로직 들을려구하는데 4월달부터 시작하면 늦을까요? 제가 인강에대해 아는게 없다보니..걱정이 많이 되네요..상세한 답변 부탁드립니다...
"
https://orbi.kr/0002813919,한석원 절대지존,"
ㅇㅁㄴㅇㅁㄴ
", 2012-02-29 23:38:54,"
수리 가형인데요 시간 되면 한석원 절대지존 문제라도 한번 보려고 하는데 좋나요?
"
https://orbi.kr/0002813795,이과독재생 수리공부관련해서 질문이요,"
닥치고김태연
", 2012-02-29 22:44:57,"
작년수리 3등급하위나왓는데요..신승범 수해 다들엇습니다 작년에 자이스토리3~4번정도풀엇고 나름 자신잇는과목이라고생각햇는데...점수는안나오네요..이번에 재수할때는 한석원알텍으로 공부하려고하는데요 2월중순부터 공부 시작해서 알텍수1상편 듣고잇습니다..6월모평전까지 알텍전커리완강+기출1번+작년수해고쟁이1번 이렇게하고 수능때까지 3번정도 돌리려고생각하고잇습니다 1.알텍들으면서 작년 신승범교재도 같이복습해야될까요??자꾸미련이남네요..2.아무래도 독재생이라 실력이 어느정도인지 가늠할수없는데 일주일이나 이주일마다 모의고사푸려고하는데 좋은문제집추천좀해주세요3.지금 제 상황에서 도움될만한거나 문제집 어떻게 풀어야하나....조언좀해주세요4.수리의비밀,한완수,포카칩,일타삼피,,이런문제집들 풀어보신분 특징좀알려주세요...
"
https://orbi.kr/0002812352,"수리인강 답변좀 구할게요ㅜ 남휘종, 한석원","
의대갈꼬
", 2012-02-28 23:33:30,"
요번에 고2올라온 학생인데요. 지금까지 신승범커리타다가 저랑좀안 맞는것같아서 한석원 생각의 질서 3학년 전까지 다듣고 3학년부터 남휘종24시간 수능완성부터 최종완성까지 들으려고 하는데요ㅜ 그 주변 사람들 말들어보니까 무슨 남휘종 특이하게 푼다고 하던데 24시간개념강의 안들었으면막 이해안되는, 24시간 개념강의들어야만 알수있는 그런 풀이로 하나요, 아님한석원 생각의 질서 들어도 다 알수있게 강의하나요? 답변 부탁들려요 된다면 이커리 괜춘한가요? 아님 끝까지 한석원 알파텍으로  밀고나가는게나은가요?
"
https://orbi.kr/0002812025,한석원 알텍이랑 크포요.. 문과생이에요,"
반수생@
", 2012-02-28 21:06:57,"
문과생 사반수생입니다..3년동안 수리를 해와서 개념이 딱히 부족하다고 생각하지는 않는데 그래도 100점이 안나오네요..제가 생각하는 제 실력은 1등급컷 정도라고 생각하는데요(수능 기준)이정도 실력이면 한석원 쌤 알파테크닉 꼭들어야 하나요?마이맥에서 프리패스 안끊고 프리팩만 끊어서 크포만 들으려고 했는데 후회가 되네요..크리티컬 포인트만 들어도 될까요?
"
https://orbi.kr/0002811146,님들 재수준비하려고하는데여 조언점해주세요 ㅠㅠ,"
수능수능수능2
", 2012-02-28 12:18:10,"
추합이 발표나고 멘붕상태에잇다가 이제 재수하려고하는데.ㅠㅠ요번에 이과 22113 맞고 시립대합격했다가 재수를결정했습니다수학을 여태까지 문제만풀고 기출도 여러번 풀기만하고 뭐 어떻게해야할지 방법을 못찾겠더라구요영어는 ebs만하면될거같고 과탐도 인강좀 돌려보면 될거같긴한데언어 수리가 문젠데 수리는 이번에 한석원 알파테크닉이라는 인강을 한번 들어보려고요 인강 자체가 처음입니다 수학은근데 기출을 다 푼상탠데 알텍을 들으면 뭔가 효과가 좋을까요? 그리구 언어는 기출,ebs만 풀어보면되는걸까요 어떤식으로 공부해야할지 감이안와서요 독재입니다 부탁드려여
"
https://orbi.kr/0002810983,수리확통한석원,"
드베이드
", 2012-02-28 10:58:36,"
확통하긴햇는데 고난도에서 맨날 막혀가지고 다시할려고하는데요..이제고2인데 수1 기출2번보고 마플로3번째풀고있고 미통기상은 나름자신있는데이제 고2면 그냥학교수업따라가면서 수1이나 더할까요 아니면확통들을까요ㅠㅠ답변부탁드려요ㅠㅠ
"
https://orbi.kr/0002810783,외국어 김기훈vs이명학. 선택해주세요,"
도라에몽ㅃ윙
", 2012-02-28 09:17:09,"
저는 재수생으로 작년에 김기훈t 들었던 학생인데요문법면에서 제가 취약한 터라, 김기훈t 강의 들으면서도 좀 어려워했습니다. (리딩스킬, 피니싱터치 들었구요)이명학t가 좋다고 많이 추천을 들었는데 작년 해설강의에서 문법해설 오류나셨다고 하셨더군요..;;굳이 문법 위주가 아니더라도 좋은 강의 듣고싶어요.여러분은 어떻게 생각하세요?그리고 수리 한석원t  좋나요?(참고로 문과생입니다.)
"
https://orbi.kr/0002809274,미통계 EBS로개념 -> 한석원t 알텍 vs  박승동 지피지기 -> 기출 반복,"
옹이
", 2012-02-27 17:20:47,"
ebs듣고 알텍 들으면 시간대비에 비해 좀 비효율적일까요?아니면 개념부터 탄탄한 강의반복하고 바로 기출 시작할까요6월 모평 전 까지는 나형 진도 끝내려고 하는데 뭐가 더 나을지 추천해주세요. 독재에 미적은 처음배우는 거라서 어찌 해야할지 모르겟네요
"
https://orbi.kr/0002809265,한석원쌤 미적분도 쩌나요?,"
목숨을건로망
", 2012-02-27 17:16:53,"
제곧내
"
