key,title,author,write_time,content
https://orbi.kr/0009498796,노베이스 반수생 연말결산,"
연세대최영일
", 2016-11-03 23:16:53,"
국어(작년 수능 1 > 6평 2 > 9평 2)문법의끝그릿전형태 문법봉소 오프영어(2 > 1 > 1)이솔루션수학 (3 > 2 > 1)한완수 전권 3회독뉴런 전권 1회독드릴 미적분 3회독 확통 1회독 기벡 1회독킬러코드 2회독크포 미적분 1회독차영진 신유형/ 4점 수학 실모양승진 3월모 6월모 시즌1 시즌2한석원 시즌1 시즌2샤인미 현우진 시즌1장영진 시즌1차영진 시즌1신승범 넘버원제헌이 시즌1 시즌2이해원 시즌1마약 미니모의DnT 모의생명1 (9등급(마킹안하고 잠) > 6 > 3 > 1(10월모평))박선오 베리타스 개념완성백호 섬개완백호 디올 1회독백호 실전 600제 4회독백호 파이널 100제 2회독수특 2회독수완 1회독백호 모의 시즌1 시즌2 한종철 파이널 시즌1 시즌2최정윤 의치한 라인 모의평가시대인재 1~6회 (진행중)지학1 (9등급(역시 잠)> 4(천체만 품)> 1)오지훈 개념오지훈 실전문제 1회독최석영 스킬업 500제 1회독수특 3회독수완 진행중한국사아직 안 함수탐전사 가능?
"
https://orbi.kr/0009497796,한석원이나 현우진 선생님 제외하고...,"
옐로즈
", 2016-11-03 22:04:30,"
기벡 잘 가르치는 인강 선생님 누구 있나요... 
"
https://orbi.kr/0009493288,한석원실모가형2 7 회30 번,"
zCPgAUIY6h7Tyr
", 2016-11-03 08:48:46,"
문제수정 어캐해야하는지와 답좀 가르쳐주세요 pdf가먹통이네요

"
https://orbi.kr/0009492708,인강강사들특징,"
몰라몰라
", 2016-11-03 01:26:10,"
맨날 자기가일등이라함 2등이없음 ㅋㅋㅋ
어디조사인지 출처도없고
물론 다그런건아니지만 자기가일등이라하고 다른선생님들 까내리는 사람들 몇인던데 양심이없는건가 이해가안됨 
일등이라고 강조안하는선생님은 박퐝일센세 이명학센세 한석원센세 +오지훈센세..
특히 은ㅅㅈ선생님은 자기수강생들중 90프로가 일등급?이라고 하던데 강남대성 상위반기준으로 잰건가.. 무튼 새벽에 똥글투척
"
https://orbi.kr/0009489686,18년 수능 준비중입니다. 도와주세요.,"
1JciP9NW4ge7jq
", 2016-11-02 20:34:26,"
안녕하세요. 오르비 회원분들 눈팅만 하다가 이렇게 글 쓰는건 처음이네요^^오르비 회원분들 글쓰신거나 댓글을 보니 내가 공부했던게 공부가 아니구나...수능 볼 자격도 없구나....라는 걸 깨닳기도 했고 공부하는 도중 목표가 감히서울대 경영경제로 바뀌어서내년까지 공부할 목적으로 조언과 쓴소리를 듣고자 이 글을 쓰게 되었습니다.전 지금 22살이고 군대에서 포상이란 명목하에 검고 합격했습니다.(사단 1등)그러다 정신차리고 대학을 가기로 다짐했습니다.올해 전역 후 7개월 째 공부하고 있습니다.지금까지 한 공부는 순수히 인강강사 커리큘럼을 따라가고강사들에 대한 장점과 OT한번 안보고 O사 프리패스로 공부해왔습니다.제 모의고사 점수는 6평 4/1/3/2/3 9평 3/1/3/2/2 입니다.(물1/지2/한국사2/한문 공부X)이대로라면 안될 걸 알고 치밀한 학습법과 커리큘럼이 필요하겠구나 라는 생각에오르비 회원분들께 도움을 요청하는 바입니다.내년에는 독서실 총무 하면서 주말에는 편의점 알바랑 병행해 주간 16시간, 주말 8시간공부할 예정입니다.제 커리큘럼에 대해서 조언과 추천하시는 강사/교재 있으시면 피드백 부탁드립니다.(현재 매가페스 구매했습니다.반값)*글이 좀 기니 양해 부탁드립니다.1. 국어(최대 약점) (0) 전제 : 마닳 4회독(8월 전까지) (1) 마닳 시작 이전 : 이겨놓고 싸우는 법 + 지문 읽는 법 3회독 정독 후 주말에 채화될 때까지 정독     1) 화작 : X (실모보면서 1~2개씩 꼬박꼬박 틀리지만 마닳으로 커버하려 합니다.)     2) 문법 : 유대종       (실모보면서 문법에 시간을 많이 빼앗기는데 넓게 알기위해서 듣고 백지복습 할 예정입니다.)     3) 문학 : X     4) 비문학 : 이원준1+3(제가 비문학에서 느낀 문제점을 OT때 설명해주셔서 매력을 느꼈습니다) (2) 마닳 2회독 이후     1) 화작 : X     2) 문법 : EBS 문법 문제     3) 문학 : EBS 연계는 강의가 필요하다 생각해 아직 정하진 못했습니다.     4) 비문학 : 이원준or그믐달 leet -> grit (3) 실전 연습    마닳에 없는 94~01? 기출 + 실모 -> 마지막 5일 : 17 6/9/11, 18 6/9    *실모 후보 : 이감/상상/전형태/박광일/이원준/유대종/홍준석 중 30회 분2. 수학 현재 나형 실모보는데 96/100 진동중입니다. 빡모 2차에서 맨탈 탈탈 털리곤 했습니다.솔직히 내년에 공부해보고싶은건 가형인데다들 경영경제 가는데 가형선택하면 미친짓이라고 말리더라고요...그래서 내년도 나형 선택하는데 수학의 정석으로 개념 확실히 정립 후 -> 빡 알파테크닉 -> 현우진 뉴런 + 수분감 -> 마더텅-> 인강 강사 제작 어려운 문제 (현우진, 한석원, 양승진, 삽자루, 차영진)-> 100회 이상 모의고사(이해원/제헌이/양승진/현우진/한석원/이창무/TOP/KU/D&T;) 외 더    (2회 = 100분 100점 목표)3. 영어솔직히 영어 감독해 중입니다. 원래 외우는걸 싫어해서 많이 보면 되지라는 썩어빠진 마인드를 가지고 있습니다.오르비여러분의 공부방식을 보고 많이 반성했습니다.그래서 기초부터 다시 쌓아 올리려고 합니다.(0) 기초   1) 단어 : 워마 2000(3회독 : 누적반복복습) -> 어휘 끝(18개정판 N회독 누적반복복습)             (((((((((((((((((((+EBS 수특 수완 단어는 꾸준히))))))))))))))))))))))))))))))   2) 구문 : 천일문 기본(1회독만) -> 천일문 완성(3회독) -> 이명학 syntax 1.0 or 이충권   3) 문법 : 김수환 10시간 문법(올해 들어놔서 3회독 및 스스로 정리)(1) 독해 & 논리 : 이명학 read & logic -> 7개년 기출 분석(3회이상) -> 그럼에도 불구하고                   ebs 수특 수완(3회독 이상) -> e-solution -> kiss n제(2) 실모 : SD/SD FINAL/섹시한/조은정/이명학4. 탐구솔직히 과탐하고 사탐하고 고민중입니다.물1/지2가 2/2씩 나오는데 생물도 공부해보고 싶고많은 사람들이 사탐을 하라고 하십니다.제가 표준점수 추이를 4개년을 분석해본 결과 생1과 지1은 높은 기조를 띄고있는 반면그 외 다른 과목들은 4개년간 변동이 심했습니다.내년에 선택이 생1/지2(인강 병행) 아니면 경제/법 아니면 추천을받고싶긴한데 고민이 많습니다.5. 한국사개념서 N회독(올해 사 놓은 강민성or교과서or고종훈) 고민중입니다.솔직히 강민성 강사분 복습 하나도 안하고 인강만 들었는데도 2등급이 나왔지만교만하지 않고 내년에는 혹시 통수를 칠 수 있으니 겸손하게 공부하려 합니다.6. 아랍어 or 한문 or 일본어 or 중국어4개다 노베이지만 제가 어려서부터 20편 이상의 애니를 1화부터 완결까지 1회독 이상 꾸준히 해와서일본어는 웬만하면 자막없이 가능합니다.그래서 일본어를 선택할 기조가 있습니다.긴 글 읽어주시느라 고생 많으셨습니다.공부시작한지 얼마 안되서 정보량이 부족하고 옆에서 정확한 조언을 분별하지 못하고이말 저말 많이 들어와 혼란만 커지곤 했습니다.여기 계신분들의 조언을 듣고 내년 입시에 꼭 실패하지 않도록 도움을 주신다면 감사드리겠습니다.
"
https://orbi.kr/0009488935,한석원실모가형2 7 회30 번,"
zCPgAUIY6h7Tyr
", 2016-11-02 19:07:30,"
문제 어캐 고쳐야 하는지 좀 알려주세요 이투스패드인데 pdf못열겠네요 ㅠ

"
https://orbi.kr/0009488838,내일한석원시즌2 가형7 회풀건데요,"
zCPgAUIY6h7Tyr
", 2016-11-02 18:56:47,"
30번 오류있는 문항이라들었는데 그러면 아예걸러야하나요?
"
https://orbi.kr/0009488286,한석원 모의고사 I권 푸신분들 중에 질문 ,"
17학번인건가
", 2016-11-02 17:31:49,"
20번 공간도형문제에서요내적조건을 꼭 주어야만했던 이유가 있나요?평행인걸 알려줄려고 한 의도는 알겠는데 어차피 평면 b(베타)와 접하는거니까 법선벡터를 방향벡터로 갖는 직선위에서 구의 중심이 정해질테고 반지름도 주어져있으니 이미 위치관계가 확실해진 상태아닌가요?
"
https://orbi.kr/0009487385,한석원 실모 나형,"
비비빔빔
", 2016-11-02 15:16:33,"
푸시는분계신가요?
평가원 96-100진동하는데
흠 이건 점수 바라고 풀면 안되겠죠?
시간도 너무 오래걸리는데..
"
https://orbi.kr/0009483168,빡모 or 이해원모고,"
이욜
", 2016-11-01 21:38:41,"
나형인데요

지금이시기에서둘다는못풀것같아요

한석원쌤 모고 1,2 둘다 있고

이해원쌤것도 파이널이랑 기존에나온거 둘다 있는데 

어떤것을 푸는게 더 효율적일까요?


"
